SampleID	A01	A02	A03	A04	A05	A06	A07	A08	A09	B10	B11	B12	B13	B14	B15	B16	B17	B18	C19	C20	C21	C22	C23	C24	C25	C26	C27
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__;s__	0.0215897177028	0.00780491593212	0.0102900632936	0.00931930260552	0.00159204752844	0.0212014134276	0.00865918533763	0.0117656195395	0.0758358249524	0.010989010989	0.0043878383101	0.0205024657321	0.015959305712	0.0267153341358	0.00710596823671	0.00621286840368	0.0185221139285	0.00225216479633	0.00753310293946	0.0170077272551	0.0167747446899	0.0144837494661	0.0232594260863	0.00951345474314	0.00644585096882	0.00454316002019	0.0115714674019
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia;s__	0.00264046907156	0.000698947695414	0.00038830427523	0.000893099833029	0.000310643420184	0.000660117267891	0.000815438977983	0.000854269405506	0.000854269405506	0.00108725197064	0.000543625985322	0.000893099833029	0.000543625985322	0.00240748650643	0.0015143866734	0.000621286840368	0.000737778122937	0.000582456412845	0.00143672581835	0.0015143866734	0.00182503009358	0.00174736923854	0.00240748650643	0.000698947695414	0.00104842154312	0.00038830427523	0.00132023453578
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__;s__	3.8830427523e-05	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	0.0114549761193	0.00446549916515	0.000854269405506	0.026132877723	0.0232982565138	0.0154156797266	0.011804449967	0.0176290140954	0.00275696035413	0.00411602531744	0.0348308934881	0.0171630489652	0.00357239933212	0.000931930260552	0.0206189570147	0.0326563895468	0.00209684308624	0.0177843358055	0.00873684619268	0.021084922145	0.000155321710092	0.00601871626607	0.00108725197064	0.0033782471945	0.00225216479633	0.0043878383101	0.0018638605211
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.0108336892789	0.0072612899468	0.00326175591193	0.0138236321982	0.0204248048771	0.017745505378	0.00644585096882	0.00935813303304	0.00446549916515	0.0202306527395	0.0141731060459	0.0172795402477	0.010989010989	0.00718362909176	0.010911350134	0.0154933405817	0.015221527589	0.0114938065468	0.00912515046791	0.00966877645323	0.00582456412845	0.00683415524405	0.00384421232478	0.00380538189725	0.00481497301285	0.00485380344038	0.00365006018716
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	0.0273754514037	0.00528093814313	0.0033782471945	0.0462858696074	0.0118432803945	0.0378596668349	0.0097852677358	0.0201141614569	0.00570807284588	0.0190657399138	0.0208907700074	0.0234535782239	0.0407331184716	0.00322292548441	0.018560944356	0.0317632897138	0.00943579388809	0.0267929949909	0.0072612899468	0.0187550964936	0.0107560284239	0.0191045703413	0.00454316002019	0.0077660855046	0.00830971148992	0.0110278414165	0.00411602531744
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	3.8830427523e-05	0.000116491282569	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	7.7660855046e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	7.7660855046e-05	0.0	0.0	7.7660855046e-05	0.0	3.8830427523e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116491282569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	0.0105618762863	0.00302877334679	0.00135906496331	0.00842620277249	0.00357239933212	0.00411602531744	0.00353356890459	0.0108336892789	0.0023686560789	0.00077660855046	0.00225216479633	0.00132023453578	0.000582456412845	0.000621286840368	0.00139789539083	0.00194152137615	0.000582456412845	0.00108725197064	0.0253562691725	0.0196870267542	0.00652351182387	0.00520327728808	0.00520327728808	0.0077660855046	0.00605754669359	0.00997941987341	0.0072612899468
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	0.00357239933212	0.00205801265872	0.00124257368074	0.00353356890459	0.00508678600551	0.00295111249175	0.00240748650643	0.00120374325321	0.00240748650643	0.00601871626607	0.00943579388809	0.00341707762202	0.0059022249835	0.00229099522386	0.00621286840368	0.00442666873762	0.00341707762202	0.00333941676698	0.00205801265872	0.00920281132295	0.00516444686056	0.00431017745505	0.0028734516367	0.00372772104221	0.00298994291927	0.0018638605211	0.00217450394129
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__	0.000232982565138	0.000349473847707	7.7660855046e-05	7.7660855046e-05	0.000194152137615	0.000155321710092	0.0	0.0	0.0	0.000116491282569	0.000465965130276	7.7660855046e-05	7.7660855046e-05	0.000232982565138	7.7660855046e-05	0.000271812992661	0.000155321710092	0.000155321710092	0.000194152137615	0.000737778122937	0.000310643420184	0.000155321710092	0.0	3.8830427523e-05	0.0	3.8830427523e-05	7.7660855046e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.0	3.8830427523e-05	3.8830427523e-05	0.000116491282569	0.000116491282569	3.8830427523e-05	0.0	7.7660855046e-05	0.0	3.8830427523e-05	3.8830427523e-05	3.8830427523e-05	0.00194152137615	0.0	0.0	3.8830427523e-05	0.0	7.7660855046e-05	0.0	0.00038830427523	0.0	0.0	0.0	0.000155321710092	3.8830427523e-05	3.8830427523e-05	0.000970760688075
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	0.000116491282569	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	0.021084922145	0.0164252708422	0.0064070205413	0.019454044189	0.0246961519046	0.015143866734	0.0128528715101	0.0192598920514	0.00679532481653	0.0205024657321	0.0110278414165	0.0131635149303	0.021084922145	0.00516444686056	0.0182503009358	0.0229876130936	0.0183667922184	0.0214732264202	0.0298605987652	0.027763755679	0.00524210771561	0.0189492486312	0.0064070205413	0.0117267891119	0.00788257678717	0.0248903040422	0.0106783675688
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12;s__	0.00889216790277	0.00586339455597	0.00264046907156	0.0117656195395	0.00706713780919	0.0100182503009	0.00411602531744	0.0111443326991	0.00566924241836	0.0140177843358	0.00761076379451	0.0112996544092	0.00357239933212	0.00695064652662	0.00896982875781	0.00815438977983	0.00962994602571	0.0102900632936	0.00854269405506	0.0043878383101	0.00531976857065	0.00757193336699	0.00920281132295	0.00671766396148	0.00733895080185	0.00753310293946	0.00477614258533
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__	0.00920281132295	0.00271812992661	0.00128140410826	0.00722245951928	0.00213567351377	0.00512561643304	0.00229099522386	0.00244631693395	0.000621286840368	0.00244631693395	0.000970760688075	0.000582456412845	0.00038830427523	0.00213567351377	0.00345590804955	0.00298994291927	0.00512561643304	0.00104842154312	0.00279579078166	0.000698947695414	0.0010095911156	0.00427134702753	0.002523977789	0.000854269405506	0.000582456412845	0.00372772104221	0.00225216479633
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	0.375956199278	0.241292276628	0.306255581874	0.299848561333	0.190696229565	0.327573486584	0.347998291461	0.410864753621	0.397429425698	0.152603580165	0.260086203549	0.186114239118	0.246495553916	0.224051566808	0.237486894731	0.263619772454	0.158389313866	0.210926882305	0.334135828835	0.408263114977	0.318293014406	0.377936551081	0.360346367414	0.240554498505	0.195627693861	0.174348619578	0.259969712267
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__	0.00531976857065	0.0023686560789	0.0028734516367	0.00524210771561	0.0064070205413	0.00372772104221	0.00450432959267	0.00415485574496	0.00283462120918	0.000465965130276	0.00508678600551	0.00376655146973	0.0038830427523	0.000815438977983	0.00372772104221	0.00714479866423	0.000854269405506	0.00368889061469	0.00516444686056	0.00617403797616	0.00038830427523	0.00279579078166	0.000155321710092	0.00306760377432	0.00318409505689	0.00431017745505	0.00147555624587
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__	0.00830971148992	0.0104453850037	0.00326175591193	0.0105618762863	0.0173960315303	0.0130858540753	0.00796023764222	0.016036966567	0.00423251660001	0.00450432959267	0.00597988583854	0.00520327728808	0.00372772104221	0.00132023453578	0.0264823515707	0.00819322020735	0.00535859899817	0.0126587193725	0.0150273754514	0.0105618762863	0.00221333436881	0.0290451597872	0.00710596823671	0.0124645672349	0.0082708810624	0.00644585096882	0.00570807284588
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella;s__	0.000970760688075	0.000427134702753	3.8830427523e-05	0.000465965130276	0.000349473847707	0.000543625985322	0.000155321710092	0.00038830427523	3.8830427523e-05	0.000232982565138	0.000194152137615	0.000271812992661	0.000194152137615	0.000116491282569	0.000194152137615	0.000310643420184	3.8830427523e-05	3.8830427523e-05	0.000232982565138	0.00116491282569	0.000504795557799	0.000621286840368	0.000349473847707	0.000232982565138	0.000310643420184	0.000116491282569	0.000427134702753
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__	0.0719139517726	0.05486739409	0.021162583	0.0258222343028	0.057313711024	0.0431406049781	0.00485380344038	0.0131246845028	0.00555275113579	0.0224828175358	0.0701665825341	0.0126975498	0.0434512483982	0.0328505416845	0.0399176794937	0.0807672892479	0.0304042247505	0.022793460956	0.0612355842038	0.171086863666	0.0572748805964	0.062439327457	0.0128917019376	0.0100182503009	0.00768842464956	0.00473731215781	0.033782471945
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella;s__	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.000737778122937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__mizutaii	0.0	0.0	0.0	0.000232982565138	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31;g__;s__	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	0.000116491282569	0.0	0.000116491282569	0.000232982565138	0.000155321710092	7.7660855046e-05	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.000543625985322	3.8830427523e-05	0.0	0.0	0.00038830427523	0.000582456412845	0.0	0.000427134702753	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__	0.000194152137615	0.000232982565138	0.000271812992661	0.000155321710092	0.000232982565138	0.000194152137615	0.000155321710092	7.7660855046e-05	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.000232982565138	0.000194152137615	0.000232982565138	7.7660855046e-05	0.000116491282569	3.8830427523e-05	0.000194152137615	0.000116491282569	0.000155321710092	7.7660855046e-05	0.000155321710092	0.000194152137615	0.000271812992661	0.000194152137615	0.000155321710092
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__schaedleri	0.000155321710092	0.00481497301285	0.0118432803945	0.00298994291927	0.00372772104221	0.009280472178	0.0211237525725	0.000116491282569	3.8830427523e-05	0.00594105541102	0.000427134702753	0.000427134702753	0.00139789539083	0.000155321710092	3.8830427523e-05	3.8830427523e-05	7.7660855046e-05	0.000194152137615	0.00198035180367	0.000465965130276	7.7660855046e-05	0.000582456412845	0.00038830427523	0.0129305323652	0.0174736923854	0.00904748961286	0.00648468139634
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__kestanbolensis	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__;s__	0.0	0.0	0.0	0.0	7.7660855046e-05	3.8830427523e-05	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;s__boronitolerans	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__sciuri	7.7660855046e-05	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.000543625985322	0.0	0.000155321710092	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	7.7660855046e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__;s__	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__	7.7660855046e-05	0.0	0.0	0.0	0.0	0.000116491282569	0.0	0.000349473847707	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;Other	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.000155321710092	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__halophilus	0.0	0.0	0.0	0.00104842154312	0.0	0.0	3.8830427523e-05	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	0.0228322913835	0.0123869063798	0.0304818856056	0.0184056226459	0.00745544208442	0.029549955345	0.00959111559818	0.0069118160991	0.00648468139634	0.0113773152642	0.0186774356386	0.0137848017707	0.0185221139285	0.0229487826661	0.0133964974954	0.0133188366404	0.010095911156	0.0173183706753	0.00997941987341	0.00508678600551	0.0132023453578	0.00446549916515	0.0132411757853	0.00656234225139	0.00361122975964	0.0129305323652	0.00990175901837
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__manihotivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri	0.00244631693395	0.000815438977983	0.00104842154312	0.000310643420184	0.000232982565138	0.00155321710092	0.00147555624587	0.0010095911156	0.00147555624587	0.0015143866734	0.00221333436881	0.00170853881101	0.000582456412845	0.00322292548441	0.00124257368074	0.00116491282569	0.00077660855046	0.00205801265872	0.000621286840368	0.000427134702753	0.00166970838349	0.000465965130276	0.00225216479633	0.000271812992661	0.000427134702753	0.000970760688075	0.000931930260552
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__zeae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__mesenteroides	3.8830427523e-05	0.0	0.0	7.7660855046e-05	0.0	0.000116491282569	7.7660855046e-05	3.8830427523e-05	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.000116491282569	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;Other	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.000116491282569	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	0.000232982565138	0.0	7.7660855046e-05	0.000116491282569	7.7660855046e-05	3.8830427523e-05	0.000116491282569	0.000155321710092	0.0	3.8830427523e-05	3.8830427523e-05	7.7660855046e-05	0.0	0.0	3.8830427523e-05	0.000194152137615	0.000116491282569	3.8830427523e-05	3.8830427523e-05	7.7660855046e-05	0.0	0.000155321710092	0.0	0.0	0.0	0.0	7.7660855046e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	0.000465965130276	0.000116491282569	0.000155321710092	0.00132023453578	0.00038830427523	0.00077660855046	0.000427134702753	0.000698947695414	0.0010095911156	0.000427134702753	0.000504795557799	0.00038830427523	3.8830427523e-05	0.000465965130276	0.000660117267891	0.000465965130276	7.7660855046e-05	0.00038830427523	0.000271812992661	0.000349473847707	0.000271812992661	0.000116491282569	0.000232982565138	0.000116491282569	7.7660855046e-05	7.7660855046e-05	0.000116491282569
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	3.8830427523e-05	7.7660855046e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
