SampleID	A01	A02	A03	A04	A05	A06	A07	A08	A09	B10	B11	B12	B13	B14	B15	B16	B17	B18	C19	C20	C21	C22	C23	C24	C25	C26	C27
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	0.000116491282569	0.0	0.000116491282569	0.000232982565138	0.000155321710092	7.7660855046e-05	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.000543625985322	3.8830427523e-05	0.0	0.0	0.00038830427523	0.000582456412845	0.0	0.000427134702753	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	0.000194152137615	0.000232982565138	0.000271812992661	0.000155321710092	0.000232982565138	0.000194152137615	0.000155321710092	7.7660855046e-05	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.000232982565138	0.000194152137615	0.000232982565138	7.7660855046e-05	0.000116491282569	3.8830427523e-05	0.000194152137615	0.000116491282569	0.000155321710092	7.7660855046e-05	0.000155321710092	0.000194152137615	0.000271812992661	0.000194152137615	0.000155321710092
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	0.000155321710092	0.00481497301285	0.0118432803945	0.00298994291927	0.00372772104221	0.009280472178	0.0211237525725	0.000116491282569	3.8830427523e-05	0.00594105541102	0.000427134702753	0.000427134702753	0.00139789539083	0.000155321710092	3.8830427523e-05	3.8830427523e-05	7.7660855046e-05	0.000194152137615	0.00198035180367	0.000465965130276	7.7660855046e-05	0.000582456412845	0.00038830427523	0.0129305323652	0.0174736923854	0.00904748961286	0.00648468139634
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.000116491282569	0.0	0.0	0.000155321710092	0.000155321710092	0.000582456412845	0.0	0.000194152137615	7.7660855046e-05	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	7.7660855046e-05	0.0	3.8830427523e-05	7.7660855046e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0261717081505	0.0133576670679	0.0318021201413	0.0213955655652	0.00819322020735	0.0322292548441	0.0120374325321	0.00955228517066	0.00896982875781	0.013512988778	0.0214343959927	0.0161922882771	0.0192987224789	0.0267153341358	0.0154156797266	0.015143866734	0.0111055022716	0.0198811788918	0.0110278414165	0.00597988583854	0.015143866734	0.00520327728808	0.0158039840019	0.00695064652662	0.00411602531744	0.0140177843358	0.0110666718441
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	3.8830427523e-05	7.7660855046e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.108181571079	0.307381664272	0.246922688619	0.245990758358	0.362637362637	0.170077272551	0.14343959927	0.249640818545	0.112685900672	0.334213489691	0.41731060459	0.467168873529	0.185104648002	0.34566846581	0.359996893566	0.417349435017	0.398206034248	0.483322331379	0.243583271852	0.0846891624277	0.210577408457	0.201607579699	0.202190036112	0.337164602182	0.321282957325	0.384149419485	0.231895313167
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	0.0	0.0	0.0	0.000194152137615	0.000232982565138	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.000116491282569	0.000116491282569	0.0	0.0	0.000116491282569	7.7660855046e-05	0.0	0.000194152137615	3.8830427523e-05	0.000116491282569	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.15221527589	0.0740107948589	0.107987418941	0.104686832602	0.0278025861065	0.146002407487	0.112181105114	0.109035840485	0.237176251311	0.0544790898148	0.0509066904827	0.0866306838038	0.129577136644	0.138313982837	0.0964936123947	0.0357239933212	0.0664000310643	0.03793732769	0.0803013241176	0.0778161767561	0.155011066672	0.0984739641983	0.179862540287	0.0504795557799	0.0733895080185	0.0369277365744	0.0704772259543
k__Bacteria;p__GAL15;c__;o__	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ZB2;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	3.8830427523e-05	0.0	0.000194152137615	0.0	7.7660855046e-05	0.0	3.8830427523e-05	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	3.8830427523e-05	0.000155321710092	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	7.7660855046e-05	3.8830427523e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.0	3.8830427523e-05	0.0	0.000232982565138	0.00124257368074	3.8830427523e-05	3.8830427523e-05	0.000116491282569	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.000116491282569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.0286180250845	0.00333941676698	0.00190269094863	0.00520327728808	0.00353356890459	0.00298994291927	0.018483283501	0.00155321710092	0.0130470236477	0.000271812992661	0.00621286840368	0.00302877334679	0.00974643730827	0.002523977789	0.0201141614569	0.00209684308624	0.0010095911156	0.00318409505689	0.0179008270881	0.0198423484643	0.0176290140954	0.012619888945	0.0179784879432	0.00190269094863	0.00155321710092	0.000543625985322	0.002523977789
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.0466353434551	0.149768958956	0.0705160563818	0.0469848173028	0.114355609055	0.0179008270881	0.0323457461267	0.0248903040422	0.0479167475634	0.169883120413	0.0102124024386	0.0230264435211	0.0610026016386	0.123791402943	0.0386751058129	0.0111443326991	0.212946064536	0.0452762784918	0.0413932357395	0.0398788490661	0.137848017707	0.081893371646	0.101696889683	0.170737389819	0.234691103949	0.238030520716	0.179280083874
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0138624626257	0.0627888013047	0.131712810158	0.0252009474624	0.0897759484332	0.0671766396148	0.218071680969	0.0188327573487	0.0428299615579	0.110006601173	0.0120762629597	0.0238418824991	0.131402166738	0.00862035491011	0.0347920630606	0.00660117267891	0.00803789849726	0.0269094862734	0.0502077427872	0.0246184910496	0.00531976857065	0.0112219935541	0.00796023764222	0.0678367568827	0.0584786238496	0.0288121772221	0.123946724653
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000349473847707	0.0	0.000116491282569	0.00279579078166	0.000737778122937	0.000116491282569	0.000621286840368	0.00594105541102	0.000116491282569	0.0	0.00124257368074	0.00497029472294	0.0	3.8830427523e-05	0.000194152137615	0.000698947695414	0.000155321710092	0.000465965130276	3.8830427523e-05	0.000194152137615	0.000232982565138	3.8830427523e-05	7.7660855046e-05	0.000155321710092	0.000194152137615	0.0	0.000116491282569
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	3.8830427523e-05	0.0	0.0	0.000116491282569	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	3.8830427523e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.000232982565138	3.8830427523e-05	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	7.7660855046e-05	0.000155321710092	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	3.8830427523e-05	0.0	0.0	0.000310643420184	3.8830427523e-05	0.0	0.0	0.00120374325321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040	0.0201141614569	0.0130858540753	0.0188715877762	0.0365782627267	0.00784374635965	0.0192598920514	0.00931930260552	0.0209684308624	0.0154545101542	0.0263270298606	0.010989010989	0.0283850425193	0.00768842464956	0.0231429348037	0.00772725507708	0.0104842154312	0.0147167320312	0.0171630489652	0.0181338096532	0.0137459713431	0.0123869063798	0.0185221139285	0.0222886653982	0.0220556828331	0.0198811788918	0.0212790742826	0.0175901836679
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	0.0015143866734	0.0	0.000194152137615	0.0	0.0	0.000194152137615	0.0	0.0	0.0	0.0	0.0	0.0	0.000349473847707	0.0	0.0	3.8830427523e-05	0.00718362909176	0.0	0.0	0.000854269405506	0.0	3.8830427523e-05	0.000116491282569	0.000232982565138	3.8830427523e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.00531976857065	0.00462082087524	0.0069118160991	0.00652351182387	0.00248514736147	0.00613520754864	0.0020191822312	0.0038830427523	0.0010095911156	0.00345590804955	0.00155321710092	0.00403836446239	0.00578573370093	0.00353356890459	0.00609637712111	0.00687298567157	0.00302877334679	0.00407719488992	0.00450432959267	0.00298994291927	0.00298994291927	0.00302877334679	0.00392187317982	0.00500912515047	0.00345590804955	0.00143672581835	0.00291228206423
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.000543625985322	0.0148720537413	0.0184056226459	0.0384421232478	0.00516444686056	0.00823205063488	0.00357239933212	0.00345590804955	0.0117656195395	0.0	7.7660855046e-05	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.00038830427523	0.000194152137615	0.000155321710092
